       0        1         1        4.75523E-04       1.37494E-14
       0        2         1        4.45504E-04       5.45004E-14
       0        3         1        4.26118E-04       1.21114E-13
       0        4         1        4.15206E-04       2.11690E-13
       0        5         1        4.11102E-04       3.23820E-13
       0        6         1        4.12480E-04       4.54506E-13
       0        7         1        4.18228E-04       6.00265E-13
       0        8         1        4.27352E-04       7.57293E-13
       0        9         1        4.38901E-04       9.21421E-13
       0       10         1        4.51911E-04       1.08838E-12
       0       11         1        4.65358E-04       1.25379E-12
       0       12         1        4.78129E-04       1.41336E-12
       0       13         1        4.89009E-04       1.56290E-12
       0       14         1        4.96691E-04       1.69858E-12
       0       15         1        4.99801E-04       1.81681E-12
       0       16         1        4.96978E-04       1.91463E-12
       0       17         1        4.86986E-04       1.98942E-12
       0       18         1        4.68909E-04       2.03947E-12
       0       19         1        4.42418E-04       2.06344E-12
       0       20         1        4.08159E-04       2.06113E-12
       0       21         1        3.68255E-04       2.03260E-12
       0       22         1        3.26950E-04       1.97929E-12
       0       23         1        2.91357E-04       1.90256E-12
       0       24         1        2.72284E-04       1.80544E-12
       0       25         1        2.84995E-04       1.69038E-12
       0       26         1        3.49765E-04       1.56182E-12
       0       27         1        4.91972E-04       1.42288E-12
       0       28         1        7.41490E-04       1.27897E-12
       0       29         1        1.13116E-03       1.13325E-12
       0       30         1        1.69428E-03       9.91296E-13
       0       31         1        5.94472E-03       8.55282E-13
       0       32         2        3.01039E-02       7.29972E-13
       0       33         2        2.69731E-02       6.15573E-13
       0       34         2        2.36878E-02       5.15363E-13
       0       35         2        2.03558E-02       4.27316E-13
       0       36         2        1.70841E-02       3.53396E-13
       0       37         2        1.39688E-02       2.90074E-13
       0       38         2        1.10884E-02       2.38755E-13
       0       39         2        8.50018E-03       1.95354E-13
       0       40         2        6.24192E-03       1.61319E-13
       0       41         2        4.33101E-03       1.32654E-13
       0       42         2        2.77824E-03       1.11158E-13
       0       43         2        1.57045E-03       9.30771E-14
       0       44         2        7.23960E-04       8.06288E-14
       0       45         2        1.99472E-04       7.04871E-14
       0       46         2        1.39231E-05       6.59306E-14
       0       47         0        0.00000E+00       0.00000E+00
       0       48         0        0.00000E+00       0.00000E+00
       0       49         0        0.00000E+00       0.00000E+00
       0       50         0        0.00000E+00       0.00000E+00
       0       51         0        0.00000E+00       0.00000E+00
       0       52         0        0.00000E+00       0.00000E+00
       0       53         0        0.00000E+00       0.00000E+00
       0       54         0        0.00000E+00       0.00000E+00
       0       55         0        0.00000E+00       0.00000E+00
       0       56         0        0.00000E+00       0.00000E+00
       0       57         0        0.00000E+00       0.00000E+00
       0       58         0        0.00000E+00       0.00000E+00
       0       59         0        0.00000E+00       0.00000E+00
       0       60         0        0.00000E+00       0.00000E+00
       0       61         0        0.00000E+00       0.00000E+00
       0       62         0        0.00000E+00       0.00000E+00
       0       63         0        0.00000E+00       0.00000E+00
       0       64         0        0.00000E+00       0.00000E+00
       0       65         0        0.00000E+00       0.00000E+00
       0       66         0        0.00000E+00       0.00000E+00
       0       67         0        0.00000E+00       0.00000E+00
       0       68         0        0.00000E+00       0.00000E+00
       0       69         0        0.00000E+00       0.00000E+00
       0       70         0        0.00000E+00       0.00000E+00
       0       71         0        0.00000E+00       0.00000E+00
       0       72         0        0.00000E+00       0.00000E+00
       0       73         0        0.00000E+00       0.00000E+00
       0       74         0        0.00000E+00       0.00000E+00
       0       75         0        0.00000E+00       0.00000E+00
       0       76         0        0.00000E+00       0.00000E+00
       0       77         0        0.00000E+00       0.00000E+00
       0       78         0        0.00000E+00       0.00000E+00

       1        1         1        4.54111E-04       9.95461E-15
       1        2         1        4.23771E-04       3.96285E-14
       1        3         1        4.03705E-04       8.82812E-14
       1        4         1        3.91847E-04       1.54572E-13
       1        5         1        3.86592E-04       2.36729E-13
       1        6         1        3.86647E-04       3.32351E-13
       1        7         1        3.90916E-04       4.38820E-13
       1        8         1        3.98411E-04       5.53004E-13
       1        9         1        4.08186E-04       6.71692E-13
